Glossotherium robustum,25.0
Glossotherium robustum,3.0940000000000003
Glossotherium robustum,3.0940000000000003
Australonyx aquae,6.2895
Eremotherium laurillardi,1.05
Nematherium birdi,1.05
Catonyx tarijensis,1.29985
Lestobradys sprechmanni,0.3965
Nematherium angulatum,0.4535
Pseudoprepotherium confusum,0.4535
Pseudoprepotherium confusum,0.4535
Pseudoprepotherium confusum,0.4535
Pseudoprepotherium confusum,0.4535
Neotamandua borealis,13.789000000000001
Pseudoprepotherium confusum,0.063
Pseudoprepotherium confusum,1.29985
Eremotherium laurillardi,1.29985
Glossotherium giganteum,1.29985
Scelidotherium cuvieri,1.29985
Ocnopus gracilis,1.29985
Valgipes bucklandi,1.29985
Eremotherium laurillardi,0.06885
Glossotheriopsis pascuali,0.06885
Paranabradys vucetichae,1.29985
Megabradys darwini,1.29985
Glossotherium emmersoni,1.29985
Scelidotherium leptocephalum,1.29985
Megathericulus patagonicus,9.433
Megathericulus patagonicus,9.433
Scelidodon chiliense,1.29985
Megatherium americanum,1.29985
Lestodon armatus,1.29985
Glossotherium robustum,1.29985
Scelidotherium patrium,0.156
Scelidotherium tarijense,9.433
Lestodon armatus,9.433
Megatherium tarijense,9.433
Lestodon armatus,9.433
Eremotherium sefvei,9.433
Megatherium altiplanicum,9.433
Megatherium altiplanicum,9.433
Megatherium altiplanicum,9.433
Paroctodontotherium calleorum,9.433
Megatherium medinae,0.39635000000000004
Megatherium medinae,0.06885
Megatherium urbinai,8.470500000000001
Megatherium urbinai,8.470500000000001
Megatherium celendinense,2.1905
Pseudoprepotherium confusum,3.35
Pseudoprepotherium confusum,3.35
Glossotheriopsis pascuali,1.357
Neonematherium flabellatum,1.357
Neonematherium flabellatum,4.4665
Neonematherium flabellatum,4.4665
Neonematherium flabellatum,4.4665
Neonematherium flabellatum,4.4665
Nothropus nordenskioldi,1.6845
Eremotherium laurillardi,1.6845
Mirandabradys socorrensis,1.6845
Mirandabradys urumaquensis,1.6845
Mirandabradys zabasi,1.6845
Bolivartherium urumaquensis,1.6845
Bolivartherium codorensis,1.6845
Mirandabradys socorrensis,0.4535
Lestodon urumaquensis,0.4535
Bolivartherium codorensis,4.9
Scelidotherium tarijense,4.9
Megatherium americanum,4.9
Eremotherium laurillardi,4.9
Catonyx cuvieri,0.06885
Eremotherium laurillardi,0.063
Eremotherium laurillardi,0.06885
Lestodon armatus,0.06885
Catonyx cuvieri,0.3965
Eremotherium laurillardi,0.3965
Megatherium americanum,0.3965
Eremotherium laurillardi,1.29985
Eremotherium laurillardi,1.29985
Eremotherium laurillardi,1.29985
Pliomegatherium lelongi,0.06885
Promegatherium parvulum,0.06885
Promegatherium smaltatus,0.06885
Pliomorphus mutilatus,0.06885
Pliomorphus robustus,0.3965
Pliomorphus mutilatus,0.3965
Pliomorphus mutilatus,0.3965
Torcellia paranense,0.06885
Ortotherium laticurvatum,0.06885
Amphiocnus paranense,0.3965
Ortotherium laticurvatum,0.3965
Protomegalonyx doellojuradoi,0.606
Protomegalonyx praecursor,0.3965
Megalonychops primigenius,1.29985
Megabradys darwini,1.29985
