"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"936310","occ","","","108095","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Pleistocene","","2.588","0.0117","Grady et al.","2006","35895","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.695557","37.676945","Haynes Cave","","","US","West Virginia","Monroe","estimated from map","seconds","","","gp_mid","-80.26","37.84","101","US","","","","","","","","","","","","","Unfortunately, Haynes cave was heavily mined for saltpeter, thus making interpretation of the stratigraphy of the sediments difficult","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1028838","occ","","","93332","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Garton and Grady","1980","40141","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-79.368889","38.602779","New Trout Cave","","","US","West Virginia","Pendleton","stated in text","seconds","small collection","""30º36'10""N... 79º22'08""W""","gp_mid","-79.37","38.60","101","US","","","","","group of beds","","","","","","","","""The upper 90 cm... contain a fairly typical late Pleistocene fauna"" but there is at least some material at multiple points ""from 120-21 cm""; there is a date of ""29,400 +/- 1,700 B.P."" apparently around the 60 cm level and ""it seems likely that the lower levels... are early to middle Rancholabrean in age""","""bone-rich matrix""","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","bulk,selective quarrying,sieve,field collection","USNM","some genera","","","F. Grady","1979-1982","""The deposit... was collected in 30 cm intervals to a depth of 220 cm and wet-screened through 5 mm and 1.5 mm mesh""","""fish, amphibians, reptiles, birds, and at least 60 species of mammals"" are present but only key ones are mentioned","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1033773","occ","","","93332","Megalonyx cf. jerrersonii","species","43603","species not entered","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Grady and Garton","2000","40654","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-79.368889","38.602779","New Trout Cave","","","US","West Virginia","Pendleton","stated in text","seconds","small collection","""30º36'10""N... 79º22'08""W""","gp_mid","-79.37","38.60","101","US","","","","","group of beds","","","","","","","","""The upper 90 cm... contain a fairly typical late Pleistocene fauna"" but there is at least some material at multiple points ""from 120-21 cm""; there is a date of ""29,400 +/- 1,700 B.P."" apparently around the 60 cm level and ""it seems likely that the lower levels... are early to middle Rancholabrean in age""","""bone-rich matrix""","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","bulk,selective quarrying,sieve,field collection","USNM","some genera","","","F. Grady","1979-1982","""The deposit... was collected in 30 cm intervals to a depth of 220 cm and wet-screened through 5 mm and 1.5 mm mesh""","""fish, amphibians, reptiles, birds, and at least 60 species of mammals"" are present but only key ones are mentioned","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1069925","occ","","","132559","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Royo y Gomez","1945","42295","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-74.716667","4.133333","Carmen de Apicala (Neogene)","","Tertiary Melgar Basin; UCMP V-4418","CO","Tolima","","based on nearby landmark","minutes","","The fossil localities are located in the south part of the tertiary Melgar basin, close to the town of Carmen de Apicala.","gp_mid","-71.09","4.91","203","CO","","","Honda","","","Laventan","","","","","","","","“Alternancia de areniscas y arcillolitas; pero aquellas (areniscas) son grises, más o menos pardas, y más o menos coherentes, en estratificación cruzada y ondulada, a veces conglomeráticas y con concreciones silíceas grandes redondeadas y en lajas, mientras que las arcillas son predominantemente rojas y más o menos sabulosas.”","claystone","gray","poorly lithified","argillaceous,conglomeratic","","","""cross stratification"",red or brown","poorly lithified","sandy","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","field collection","","some genera,species names","","","R. A. Stirton, J.Royo y Gomez, ","1944","","A further description of the fossils is made by R. A. Stirton in 1953","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1070479","occ","","","132580","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Royo y Gomez","1945","42295","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-75.183334","3.783333","Coyaima (Neogene)","","Tertiary Rio Saldaña; UCMP V-4411","CO","Tolima","","based on nearby landmark","minutes","","The town of Coyaima is located in the river side of the Saldaña River in the west limit of the Magdalena basin. The fossil localities are found to the East and South east of the town and near the “old Indian cementery”.","gp_mid","-71.57","4.57","203","CO","","","Honda","","","Laventan","","","","","","","","","sandstone","","","sandy,conglomeratic","Y","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","wood","","","","","body","medium","","","","","","","","frequent","","","","general faunal/floral","field collection","","some genera,species names","","","R. A. Stirton, J.Royo y Gomez, ","1944","","A further description of the fossils is made by R. A. Stirton in 1953","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1073981","occ","","","133441","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Royo y Gomez","1945","42295","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-75.209724","3.213056","Villavieja (Neogene)","","Baraya y El Cerro Gordo","CO","Huila","","based on nearby landmark","seconds","","The area of studio is located in the Municipio de Villavieja between the Baraya road and the Cerro Gordo, few kilometers south of San Alfonso.  Five fossiliferous zones have been detected: the lower zone in the surroundings of Cerro Gordo, near the road that leads from Villavieja to San Antonio and at the train station of the kilometer 121. The second zone is the Tatacoa Valley. The third zone is La Venta. The fourth zone has red sandstone layers (No location is given). The fifth zone is in the Baraya Road at the Las Mesitas town.  ","gp_mid","-71.61","4.00","201","CO","","","Honda","","","","","","","","","","","","sandstone","","","conglomeratic","","claystone","","","argillaceous","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","common","","","","","","general faunal/floral","field collection","","some genera,species names","","","R. A. Stirton, J.Royo y Gomez, ","1944","","A further description of the fossils is made by R. A. Stirton in 1953","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1074830","occ","","","133630","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Middle Pleistocene","Late Pleistocene","0.781","0.0117","Hoffstetter","1952","43044","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-80.925003","-2.224000","La Carolina","","Santa Elena Peninsula","EC","Santa Elena","","estimated from map","3","local area","","gp_mid","-80.93","-2.22","201","EC","","","","","","","","","","","","","","Les formations d´estuaire, qui nous intéressent spécialement ici car elles sont les seules a contenir une faune continentale pléistocene, reposent sur un socle variable: chert ou argiles vertes lustrées qui correspondent probablement au Cretacé superieur. Elles sont fortement impregnées de pétrole ou de produits bitumineux, émigrés de la profondeur par des fissures. La sucession la plus courante comprend une épaisseur variable de sables pétroliféres sans fossiles qui sont exploités sous formes des puits peu profonds depuis une epoque reculée. Vient ensuite une couche de quelque 50 cm de ""tierra brea"" compacte, tres riche en bitume et qui sert localement pout le recouvrement des routes. Au-dessus se trouve un sable fin de couleur brune, due également des produits bitumineux mais beaucoup mois abondants. Enfin, l´ensemble est recouvert par une poussiere blanche ou grise, éolienne, qui appartient a la formation continentale a Porphyrobaphe iostoma du Pleistocene terminal. Des coquilles marines roulées arrachéees aux tablazos quaternaires, peuvent se recontrer dans la formation fluviatile. On y trouve aussi des galets, parfois disséminés, parfois interstratifiés sous forme de lits mince a la base ou entre les couches precedentes. Les termes inferieurs peuvent manquer, pres de la cote en particulier, ou la tierra brea, riche en galets, repose directement sur le substratum.","sandstone","fine","","sandy","Y","tar","","","","","estuary/bay","","","macrofossils","","some","skulls,teeth,postcrania","","","","","body,coquina","good","","time-averaged","","dispersed","random","","","","","","","taxonomic","surface (in situ),field collection,survey of museum collection","AMNH,YPM","","","","F. Spillman , R. Hoffstetter","","Ecole Polytechnique Nationale - EPN- Quito, Ecuador","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1075009","occ","","","133611","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Deseadan","","29","21","Pujos and Iuliis","2007","43102","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-67.616669","-17.183332","Lower Salla Beds","","","BO","La Paz","","stated in text","minutes","basin","","gp_mid","-61.07","-16.94","201","BO","","","","","group of beds","","","","","","","","","","not reported","","lithified","argillaceous,sandy","","","","","","","terrestrial indet.","","","macrofossils","","","partial skulls,maxillae,mandibles,teeth","","","","","body","","autochthonous","time-averaged","","","","","","","","","","biostratigraphic","field collection,survey of museum collection","FLMNH,MNHN,YPM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1080022","occ","","","135414","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Pliocene","Pleistocene","3.6","0.0117","de Paula Couto","1960","43348","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-70.449997","-3.833333","Loreto-Yuca Vertebrates","","Megalonychidae amazonas","CO","Amazonas","","stated in text","minutes","small collection","Near Loreto, small locality in the left margin of the Amazon river. Loreto Yuca is a small river that starts on the Loreto department in Peru. Between 70°  and 71° long. W and 3° to 3°50´ lat. S the river changes it course abruptly (NW-SE) to lead to the Amazon River.\r\nLocation details basen on the description of Barboza-Rodriguez 1892.","gp_mid","-69.99","-3.69","201","CO","","","","","","","","","","","",""," Barbosa-Rodriguez 1892, proposed a Miocene age for this deposits","The slope in question consisted of gray clay beds, interspersed with layers of lignite, to which overlapped one sandy sediment","claystone","gray","","","Y","","","","","","terrestrial indet.","","","macrofossils","none","","","","","","","body","poor","","","","","","few","","frequent","","","","taxonomic","selective quarrying,survey of museum collection","","some genera,species names","","","Barboza-Rodriguez ","1892","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1091039","occ","","","85343","Australonyx n. sp. aquae","species","252387","","Australonyx aquae","","species","252387","Lujanian","","0.781","0.012","De Iuliis et al.","2009","43823","Chordata","Mammalia","Xenarthra","Megalonychidae","Australonyx","","","","","-43.716667","-10.250000","Poço Azul Cave","","","BR","Bahia","","based on nearby landmark","minutes","small collection","""Poço Azul, municipality of Nova Redenção"" (coordinate based on Redenção)","gp_mid","-43.72","-10.25","201","BR","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Museu de Ciências Naturais da Pontifícia Universidade Católica de Minas Gerais collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1107909","occ","","","133689","Megalonychinae indet.","subfamily","260405","","Megalonychinae","","subfamily","260405","Laventan","","13.8","11.8","Hirschfeld","1985","45203","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-75.199997","3.200000","UCMP Locality V4534 ","","Homunculus Villavieja","CO","Huila","","based on nearby landmark","minutes","","Type locality: Motley gray to red clay between conglomerate members about 180 meters east of quebrada Tatacoa (= Rio Tatacoa), 1/2 Kilometrer downstreamfrom deep canyons through upper conglomerate members.\r\n\r\nNearby landmark: Villavieja ","gp_mid","-71.60","3.99","201","CO","","La Victoria","Honda","","bed","Laventan","","","","","","",""," Motley gray to red clay between conglomerate members","claystone","gray,red","","","Y","","","","","","terrestrial indet.","","","macrofossils","none","","","","","","","body","good","","","","","","few","","frequent","","","","taxonomic","","UCMP","","1 specimens","","R. W. Fields, Henao-Londoño","1949","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1107921","occ","","","140179","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Hirschfeld","1985","45203","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-75.183334","3.783333","UCMP Locality V4412","","","CO","Tolima","","based on nearby landmark","minutes","","Nearby landmark: Coyaima","gp_mid","-71.57","4.57","203","CO","","Villavieja","Honda","","","Laventan","","","","","","","","","sandstone","gray","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","excellent","","","","","","","","","","","","taxonomic","selective quarrying,survey of museum collection","UCMP","","","","J. Royo y Gomez","1944","","Locality details from University of California Museum of Paleontology database.","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1107933","occ","","","140183","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Hirschfeld","1985","45203","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-75.183334","3.783333","UCMP Locality V4416","","","CO","Tolima","","based on nearby landmark","minutes","","Nearby landmark: Coyaima","gp_mid","-71.57","4.57","203","CO","","Villavieja","Honda","","","Laventan","","","","","","","","","sandstone","gray","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","survey of museum collection","UCMP","","","","J. Royo y Gomez","1944","","Locality details from University of California Museum of Paleontology database.","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1109535","occ","","","140474","Ocnopus gracilis","species","261415","","Ocnopus gracilis","","species","261415","Pleistocene","","2.588","0.0117","Hoffstetter","1954","45481","Chordata","Mammalia","Xenarthra","Megalonychidae","Ocnopus","","","","","-43.883331","-19.616667","Lagoa Santa","","","BR","Minas Gerais","Lagoa Santa","based on nearby landmark","minutes","local area","Specimens were reported to come from caves around Lagoa Santa, Minas Gerais, Brazil","gp_mid","-43.67","-19.62","201","BR","","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1110863","occ","","","140696","n. gen. Paranabradys n. sp. vucetichae","species","262160","","Paranabradys vucetichae","","species","262160","Late Miocene","","11.608","5.333","Scillato-Yané","1980","45598","Chordata","Mammalia","Xenarthra","Megalonychidae","Paranabradys","","","","","-60.516666","-31.716667","Ciudad de Paraná","","Barrancas Río Paraná","AR","Entre Ríos","","based on nearby landmark","minutes","basin","Barrancas de a margen izquierda del río Paraná, en los alrededores de la ciudad homónima.","gp_mid","-58.73","-31.49","202","AR","","Ituzaingó","","","group","","","","","","","","","conglomerados y areniscas osíferos.","conglomerate","","","","Y","sandstone","","","","Y","fluvial-deltaic indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","survey of museum collection","MLP","","","","E. Sors Sierra","1941","""Conjunto de fósiles adquiridos al señor E. Sors Sierra""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1130502","occ","","","143727","Megalonychinae indet.","subfamily","260405","","Megalonychinae","","subfamily","260405","Pliocene","","5.333","2.588","Mook","1921","23759","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-61.469898","-34.693001","Upper Purus River","","","BR","","","based on nearby landmark","3","outcrop","","gp_mid","-60.76","-34.53","202","BR","","","","","bed","","","","","","","","A Pliocene age is based on ""a tooth of Megamys (?) and a humerus of a megalonychine ground-sloth, which are stated by Dr. Matthew to suggest Pliocene age"" (Mook 1921)","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","surface (float)","AMNH","","","","Mr. S. H. Roper","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1140070","occ","","","145252","Diabolotherium nordenskioldi","species","269475","subjective synonym of","Nothropus nordenskioldi","","species","269474","Lujanian","","0.781","0.012","Pujos et al.","2007","46986","Chordata","Mammalia","Xenarthra","Megalonychidae","Nothropus","","","","","-79.336388","-7.464722","Piedra Escrita","","","PE","La Libertad","","","seconds","","Cupisnique Desert near the city of Trujillo (located at the same geographical position as a Paijanian cut site but not associated with it)","gp_mid","-79.34","-7.46","201","PE","","","","","","","","","","","","","","Pleistocene conglomerated sediments are formed by the erosion of the Río Cupisnique","conglomerate","","poorly lithified","","","","","","","","fluvial indet.","","Archaeological and palaeontological sites [site number PV22-9 from Chauchat (1998)] are located on a fluvial terrace at the end of the ‘Quebrada de Cupisnique’","macrofossils","","","partial skeletons","","","","MNHN CPN 9–1 partial skeleton of a subadult specimen, preserving portions of the skull and R edentulous dentary; atlas and three other cervical vertebrae; approximately ten dorsals and ten caudals partially preserved, a haemal arch, portions of the sacrum fused with partial innominate, R scapula, R and L humeri, R ulna, R radius, R and L scaphoids, L lunar, distal half of R and L cuneiforms, dorsal two thirds of L unciform, R and L Mc III, L Mc II (medial side damaged), R Mc IV (lateral side damaged) and lateral portion of L Mc IV, six ungual phalanges (with the R manual third phalanx), several undetermined phalanges (manual and pedal), R and L astragali, L calcaneum, partial R cuboid, L Mt III, R Mt V, L P1-III, R and L P3-III.","body,original phosphate","","","","","","","","","","","","MNHN CPN 9–1 collected in 1975 by the Hoffstetter-Chauchat mission","taxonomic","survey of museum collection","","","","","","","MNHN: Muséum National d’Histoire Naturelle, Paris, France","MNHN CPN 9–1 partial skeleton of a subadult specimen","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171193","occ","","","55600","Pliomorphus mutilatus","species","246275","","Pliomorphus mutilatus","","species","246275","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171194","occ","","","55600","Pliomorphus robustus","species","246278","","Pliomorphus robustus","","species","246278","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171195","occ","","","55600","Pliomorphus ameghinoi","species","278354","subjective synonym of","Pliomorphus mutilatus","","species","246275","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171196","occ","","","55600","Pliomorphus brevis","species","278355","subjective synonym of","Pliomorphus mutilatus","","species","246275","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171197","occ","","","55600","Torcellia paranense","species","265537","","Torcellia paranense","","species","265537","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Torcellia","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171201","occ","","","55600","Ortotherium laticurvatum","species","246262","","Ortotherium laticurvatum","","species","246262","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171202","occ","","","55600","Amphiocnus paranense","species","265535","","Amphiocnus paranense","","species","265535","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Amphiocnus","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171203","occ","","","55600","Amphiocnus seneus","species","278358","subjective synonym of","Ortotherium laticurvatum","","species","246262","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171204","occ","","","55600","Protomegalonyx doellojuradoi","species","265539","","Protomegalonyx doellojuradoi","","species","265539","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Protomegalonyx","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171205","occ","","","55600","Protomegalonyx praecursor","species","265540","","Protomegalonyx praecursor","","species","265540","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Protomegalonyx","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171206","occ","","","55600","Megalonychops primigenius","species","265541","","Megalonychops primigenius","","species","265541","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonychops","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
