"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"194639","occ","","","19955","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Schultz and Stout","1948","3073","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-103.099998","41.700001","Broadwater Locality A","","UNSM Mo-5, 6, 7","US","Nebraska","Morrill","based on political unit","1","small collection","4 mi E and 1 mi N of Broadwater","gp_mid","-101.91","42.44","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","records of ? Urocyon sp., Trigonictis idahoensis (=T. macrodon), Taxidea sp., and Mammut sp. in Skinner and Hibbard 1972 could be from the Lisco quarries<br>same problem with Sminthosinis bowleri Anderson 1984<br>""Dipoides"" or ""? Castoroides sp."" of Schultz and Stout 1948  seems extremely doubtful in light of  Kurten and Anderson 1980, Morgan and White 1995<br><br>""Pliophenacomys primaevus"" Schultz and Stout 1948 is omitted by  Zakrzewski 1984","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194673","occ","","","19959","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Voorhies and Corner","1986","3512","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-102.400002","41.400002","Lisco Locality B","","UNSM Gd-12","US","Nebraska","Garden","based on political unit","1","small collection","","gp_mid","-101.20","42.13","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194786","occ","","","19968","Megalonyx cf. leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Lucas et al.","2000","745","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-107.000000","34.000000","Arroyo de la Parida","","","US","New Mexico","Socorro","based on political unit","1","","6 km NE of Socorro","gp_mid","-105.96","34.77","101","US","FED","Palomas","","","","","ArrLP","1","bottom to top","","","","""derived from a >70-m-thick succession of sand and gravel"" and ""medial Blancan"" (Sealey et al. 2001)","","sandstone","","","","","conglomerate","","","","","fluvial indet.","","""axial-river... facies"" (Sealey et al. 2001)","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","40 m lower stratigraphically than Rhynchotherium material: Lucas et al. 2000<br>said by Tedford to be in the Sierra Ladrones Fm., but by Lucas et al. to be in the Palomas Fm.<br>see also Lucas and Morgan 1996<br>""Rhynchotherium sp."" is from the Arroyo de la Parida Rhynchotherium Site: Lucas and Morgan 1996, Lucas et al. 2000","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194902","occ","","","20009","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Kelly","1994","2062","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","1","specimens","-119.500000","38.799999","Buckeye Creek (UCMP V-93067)","","","US","Nevada","Douglas","based on political unit","1","small collection","Carson Valley/Pine Nut Mountains","gp_mid","-118.54","39.66","101","US","FED","","","","","","CarsN","130","bottom to top","","","","said to be middle Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UCMP","","4 specimens","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194953","occ","","","20020","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","Irvingtonian","4.9","0.3","Heaton and McDonald","1993","1819","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.400002","43.000000","Kuchta Sand Pit","","","US","South Dakota","Yankton","based on political unit","1","","19 km W of Yankton","gp_mid","-96.12","43.68","101","US","","Bon Homme Gravel","","","","","","","","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","said to be Irvingtonian by Pinsof 1985, but late Blancan by Johnson and Milburn 1984; Heaton and McDonald 1993 equivocate","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194968","occ","","","20022","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Meade","1945","2552","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-101.099998","33.700001","Meade's Quarries 4 and 5","","TMM 31175","US","Texas","Crosby","based on political unit","1","small collection","","gp_mid","-100.01","34.42","101","US","","Blanco","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","TMM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"194973","occ","","","20023","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Dalquest","1975","1309","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","4","specimens","-101.099998","33.700001","Red Quarry","","TMM 31176; Meade's Quarry 6","US","Texas","Crosby","based on political unit","1","small collection","","gp_mid","-100.01","34.42","101","US","","Blanco","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","TMM","","196 specimens","","","","","Blanco Ash above main fossiliferous unit dated at 2.8 +/- 0.3 Ma (FT on glass) and entire section is reversed up to the Guaje Ash in the overlying Blackwater Draw Fm., dated at 1.4 +/- 0.2 Ma (FT on glass), which is most compatible with a lower Matuyama age: Schultz 1990a; this spans 1.98 to 2.60 Ma in the Cande and Kent 1992 time scale, which is already quite inexact and fails to include the FT date, a presumable underestimate<br>NISP 184 plus perhaps a dozen<br>""Mt. Blanco"" material of uncertain provenance: Glyptotherium texanum type Osborn 1903 Platygonus ""texanus"" type Gidley 1903 Rhynchotherium falconeri type Osborn 1923: Cope collection Stegomastodon ""texanus"" type Osborn 1924b","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195058","occ","8962","","20033","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-101.633331","34.883331","Cita Canyon","","Evans and Meade Locality 4; UCMP V-3721; Harold Ranch; Harrell Ranch","US","Texas","Randall","based on nearby landmark","minutes","outcrop","hyaena is from ""North Cita Canyon, bed no. 4, Harrell Ranch, center of the west half of Sec. 164, Block 6"" (Stirton and Christian 1940)","gp_mid","-100.53","35.60","101","US","","","","","member","","","","","","","","""The fossil bearing beds are... approximately thirty feet thick"" (Stirton and Christian 1940)\ntwo fossiliferous levels through about 6 m of section, but mostly from UCMP V-3721\n","""fine river sand"" (Miller and Johnstone 1937) and ""semi-consolidated"" (Stirton and Christian 1940)","sandstone","fine","poorly lithified","","","","","","","","""channel""","","""of fluvial origin"" (Stirton and Christian 1940)","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","field collection","","","","","C. S. Johnston","","Panhandle Plains Historical Museum collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195084","occ","","","20034","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-102.500000","35.400002","Red Corral","","","US","Texas","Oldham","based on political unit","1","","Proctor Ranch, W of Rita Blanca Creek, 10 mi SW of Channing","gp_mid","-101.40","36.13","101","US","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","not the same as Channing (see)","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195111","occ","","","20038","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Strain","1966","3326","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-105.199997","31.500000","Hudspeth (TMM 40241)","","","US","Texas","Hudspeth","based on political unit","1","small collection","Campo Grande Arroyo","gp_mid","-104.18","32.26","101","US","","Camp Rice","","","","","Hudsp","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","TMM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195155","occ","","","20052","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Akersten","1972","928","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-105.199997","31.500000","Red Light (TMM 40856)","","","US","Texas","Hudspeth","based on political unit","1","small collection","","gp_mid","-104.18","32.26","101","US","","Love","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","TMM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195245","occ","","","20062","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Morgan and Morgan","1995","2625","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-118.500000","47.000000","Taunton","","LACM loc. 6048; UWBM A 9326","US","Washington","Adams","based on political unit","1","","","gp_mid","-117.44","47.85","127","US","","Ringold","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","","","LACM","","","","","","","50 m thick interval - magnetically reversed<br>stratigraphic position relative to main Ringold Fm. sites not known<br>UWBM A 9326 is a new quarry opened in 1988: White and Morgan 1995","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195293","occ","","","20063","Megalonyx rohrmanni","species","48033","subjective synonym of","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Gustafson","1978","1751","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-119.099998","46.299999","White Bluffs","","UCMP 2757; UCMP 3031","US","Washington","Franklin","based on political unit","1","","","gp_mid","-117.69","46.97","129","US","","Ringold","","upper","","","Ringo","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","originally described by Merriam and Buwalda 1917<br>composite of numerous localities from a 70 m interval<br>magnetically reversed","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195356","occ","","","20075","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Carranza-Castaneda and Miller","1999","1180","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-109.800003","23.400000","Miraflores","","","MX","Baja California Sur","","based on nearby landmark","1","","5 km E of Miraflores","gp_mid","-108.52","23.95","105","MX","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","marginal marine indet.","","","","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","first mentioned by Carranza et al. 1998<br>list summarizes ""several sites""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195528","occ","","","20112","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Arroyo Seco (CU 44)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","2866","bottom to top","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195569","occ","","","20115","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 47)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3065","bottom to top","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","originally described by Downs and White 1968<br>the Vallecito Creek interval is said to span the upper 1267 m of the section or ""CU 47.0-66.9,"" which implies about 63.4 m per CU; however, a figure of 61 m per CU is given elsewhere in the text; 63.4 m per CU is used here<br>spans the C2r.1r - C2An.1n transition (2.581 Ma: Cande and Kent 1995); this is confirmed by a date of 2.3 +/- 0.2 Ma (FT on ""ash"") for the top of the Arroyo Seco interval mentioned by Lundelius et al. 1987","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195620","occ","","","20118","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 50)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3255","bottom to top","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195706","occ","","","20121","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 53)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3445","bottom to top","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195815","occ","","","20125","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 57)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3699","bottom to top","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","may include ""Mimomys"" parvus and Terricola meadensis of Repenning 1992","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195898","occ","","","20128","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 60)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3889","bottom to top","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195899","occ","","","20128","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 60)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","3889","bottom to top","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"195934","occ","","","20130","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Cassiliano","1999","1186","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Vallecito Creek (CU 62)","","","US","California","San Diego","based on political unit","1","small collection","Anza-Borrego Desert State Park","gp_mid","","","","US","","Palm Spring","","Huesos/Tapiado","","","FCVC","4016","bottom to top","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196081","occ","","","20152","Meizonyx salvadorensis","species","48065","","Meizonyx salvadorensis","","species","48065","Irvingtonian","","1.8","0.3","Webb and Perrigo","1985","3576","Chordata","Mammalia","Xenarthra","Megalonychidae","Meizonyx","","","","","-88.800003","13.700000","Barranca del Sisimico","","","SV","","","based on nearby landmark","1","","Dept. of San Vicente","gp_mid","-88.59","13.89","204","SV","","Cuscatlan","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","list pertains only to ""upper sandstone""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196082","occ","","","20152","Megalonyx obtusidens","species","48030","","Megalonyx obtusidens","","species","48030","Irvingtonian","","1.8","0.3","Webb and Perrigo","1985","3576","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-88.800003","13.700000","Barranca del Sisimico","","","SV","","","based on nearby landmark","1","","Dept. of San Vicente","gp_mid","-88.59","13.89","204","SV","","Cuscatlan","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","list pertains only to ""upper sandstone""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196104","occ","","","20155","Megalonyx ? sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Frick","1921","1548","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","Bautista Creek","","","US","California","Riverside","based on political unit","1","","","gp_mid","-116.58","34.09","105","US","","San Timoteo","","lower","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","level in sections of Albright 1999b unclear<br>see also Reynolds and Reeder 1991","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196128","occ","","","20158","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Heaton and McDonald","1993","1819","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-99.199997","43.799999","Bergner Gravel Pit","","SDSM V-8420","US","South Dakota","Brule","based on political unit","1","small collection","","gp_mid","-98.78","44.03","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","SDSM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196142","occ","","","20161","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Downs and Miller","1994","1395","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Borrego Badlands","","","US","California","San Diego","based on political unit","1","","","gp_mid","","","","US","","Ocotillo","","","","","","","","","","","said to be late Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","appears to equal ""Borrego L.F."" of Remeika 1992, in part,<br>fauna sensu lato said to include ""more than 400"" localities by Remeika 1992","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196333","occ","9240","","20187","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","California Oaks (SBCM 5.6.155)","","SBCM 05.006.155<br>DUPLICATE REF 2893 or 2894","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","""unnamed sandstone""","","","","","Temec","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","242 specimens","","","","","NISP 242: Pajak et al. 1996<br>""Peromyscus sp."" is omitted by Pajak et al. 1996","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196632","occ","","","20272","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Jefferson","1991","2018","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","34.799999","Campbell Hill","","Twentynine Palms Gravel Pit; LACM 4281, 4282, 4283; SBCM 1.86.4, 1.86.89<br>DUPLICATE REF 2018 or 2019","US","California","San Bernardino","based on political unit","1","","","gp_mid","-116.69","35.08","101","US","FED","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","LACM","","","","","","","""? Illinoian""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196646","occ","","","20273","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Jefferson","1987","2016","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","1","specimens","-117.000000","34.799999","Camp Cady","","Lake Manix","US","California","San Bernardino","based on political unit","1","","E of Yermo","gp_mid","-116.69","35.08","101","US","FED","Manix","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","632 specimens","","","","","from a 39 m section spanning four members, but ""all abundantly represented... mammalian taxa are known from the basal 1 m of Member C""<br>unit bracketed by U-Th dates of 183.8 +/- 12.0 kya and > 350 kya: McGill et al. 1988; average is 0.267 Ma, concordant with Jefferson's ""estimate"" of 0.295 Ma<br>list repeated by Jefferson 1991<br>numerous CIT, LACM, SBCM, UCRV, and USGS localities<br>generically determinae NISP 632","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196707","occ","","","20281","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Lively et al.","1992","2254","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-87.900002","34.700001","Cave ACb-3 Unit D","","","US","Alabama","Colbert","based on political unit","1","small collection","","gp_mid","-87.50","34.89","101","US","","","","","","","ACb-3","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","U series date of 0.172 +/- 0.010 Ma<br>overlies unit H","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196880","occ","","","20291","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Semken","1966","3099","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.599998","38.299999","County Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"196980","occ","","","20299","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.199997","28.799999","Crystal River Power Plant","","","US","Florida","Citrus","based on political unit","1","","","gp_mid","-81.83","28.97","109","US","","Bermont","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"197018","occ","","","20301","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Paulson","1961","2741","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-100.300003","37.200001","Cudahy","","Cudahy ash mine (UK Loc. 10); Sunbrite ash mine (UK Loc. 17)","US","Kansas","Meade","based on political unit","1","","","gp_mid","-99.92","37.44","101","US","","""Crooked Creek""","","Pearlette Ash O","","","Meade","8","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","ash has been dated by Naeser et al. 1973 (see Rock Creek)<br>below type O ash according to Zakrzewski 1975 and therefore probably above the Nash localities, which underlie the type S ash, but there is no clearcut evidence to support this interpretation","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
